lyric,class
"Deep, deep, down inside",1
Wish death 'pon me,0
We don't have to go out,1
"First time blushin', I ain't even gon' lie (Ain't even gon' lie)",0
Gyal a tear off mi garments,1
But I know that I'll make it out alive,1
"A b**** DM for the d***, but I probably wouldn't hit",0
I created history and made me a lot,0
"Girl, ladies, let your hurr down (Ooh, yeah)",1
"If you leave me, I'm skull and bones, I'm dead, baby",1
"What the f***'s in the bowl, milk? Wheaties or Cheerios?",0
"If I listened to my Uncs, all them older ones",1
"You been rolling with cats, who boring",0
"Trash bag gang, I can put that on Elijah",0
"Jamaican club, I'm stayin' on the grind",1
"Different foreign cars, ain't none of 'em rented",0
I put some ice on you 'cause you got a cold heart,0
"Hide away, hide away",1
"Baby, baby, baby",1
"Don't wanna lie here, but you can learn to",1
"City to city, got girls goin' wild",0
"I just hit 'em with the low cut, then call my folks up (Folks)",0
"I'm sick of them sweatsuits and them corny hats, let's talk about it (Let's talk)",0
I don't even think I'm gonna try,1
For any guy that ever f***ed up (Love me or hate me),0
Say I should give you up,1
Would you f*** me for free?,1
"It go right foot up, left foot, slide",0
"What's your name? Get the f*** out the spot, n**** (Get the f***)",0
"That 4x4 truck, I post 300",0
I wish that I could say I'm proud,0
"Eu fiz algo errado (Oh, oh), mas eu to sempre certo (Oh, oh)",0
"Ooh, it's too real",1
Revival didn't go viral!,0
"Ayy I ain't no gangster, ain't no killer",0
"Wasted, GTA love, b****es wasted",0
"Shoot him in the face, get his teeth lit",0
"She want this rockstar life, and she said I'm going far",0
"You're driving me wild, wild, wild",1
"Find your joy, let go of the past",1
"Let's have a good time, let's go",1
"I'm a cloud, comin' down",0
"And oh my, I, I like your style",1
I got hunnids on my neck and I got Trues on my a**,0
Catching a breath in silence,1
"Wishin' I was in your shoes, I'd take them off and find a beach",0
"Hit 'em with the MAC now, now his whole body scabbed",0
We got company coming over,0
You don't own me (Nah Nah Nah Nah Nah),1
Is it too late to say I'm sorry now?,1
n****s ain't worthy to be on my s***,0
All of a sudden you say that I closed the door,1
We don't know how to come down (Please don't wake me up),1
If it ain't love,1
You better check and go ask what my city 'bout,0
You go tell somebody,0
"If I do, there's no coming back",1
You and I were meant for something better,1
This is how I should be,0
"Claiming you're my lady, got no time for that",0
"I'm a sick f***, I like a quick f*** (Whoop!)",0
"Er sagte, ich muss",1
"One, two, three, four, five",0
Now how am I supposed to tell this girl that we're through?,0
"She can suck a good d***, get the Benz four 'matic (Benz)",0
"Rock that Nirvana, my favorite",0
Every time you touch me,1
"Sweet, but I get rough, just what I wanna be",1
"I'm ready, I'm ready, I use the crockpot like it's Betty",0
You're vibrating out my frequency,1
That feeling when I'm all alone,1
And when that pressure's buildin',1
"Yeah, look around, they quiet",0
You really want me to whoop the h* that you f***in' with if I find her,0
"You ain't gotta say it, baby, I know",1
Was just to tell me it's my fault (Oh),0
"Line ringin', sayin' that you told him things",0
What a time this is (Whoa),0
Cardi put the p**** on Offset (Say what?),0
"He be loud, but he ain't makin' no noise",0
The way I did before,1
"I need a girl like you, yeah yeah",1
My hands to myself,1
I count bricks put the word out,0
"Now, now take it up",1
"n****s caught me slippin' once, okay, so what?",0
Snub nose with potato,0
Like troubled water running cold,1
"It's always us, never them",1
I have listened to this,1
"2 Chainz, Gotta Lotta",1
Got Chanel with the Cs on both sides,0
"Told that b**** to kick rocks, she act like it's a boulder, ayy",0
"So put your best face on, everybody",1
"Pain meds, cyclops",0
"And I can do better, do better",1
I don't even understand how the f*** my plug talk,0
"Dreams pullin' up, I'm like ""skrrt""",0
"Kiss it, kiss it better, baby",1
"Bankroll so low, I got nothing else that I can withdraw",0
n****s can't wheelie in this free world,0
And ain't worried 'bout the card declinin' (Yeah),0
I need somebody who can love me like I love me,1
Nowadays I don't know when the world spins,0
"Gimme drink, gimme smoke",0
Yadadadadadadada,0
I like hot sauce on my chicken (On God),0
"Diddily, diddily, diddily, diddily (Yeah)",1
"Dance in the living room, love with an attitude",1
"Baby, we ain't gotta tell nobody (Oh yeah)",1
"She's on the loose (She's coming, she's coming for you)",1
"Yeah, you can drip check, baby, like Mustard, yeah",0
"n****s say they down to ride, but be folding like clothes (Folding like clothes)",0
"So when you turn up, you see them turnin' up too",0
"Speakin' of sweater, my neck is so frozen it lookin' just like an iceberg",0
"Acting stupid, what's happening?",0
"Yeah, then get back to whippin'",0
Begging you to come help,1
"50K, you could come and book a n**** for a plug walk",0
There's nowhere your hands haven't been (Oh),1
Let's enjoy right here where we at,1
"I keep it juicy, juicy, I eat that lunch, uh (Yeah)",1
"I let that s*** slide, I got everything",0
Let me be the one to fill it up,1
You're looking at me like you don't know who I am,1
"I could put a ring on your finger before you change your mind, yeah",1
"I make it rain, that Woo weather (Grrt, baow)",0
"I want your stupid love, love",1
Mama ain't recover yet,0
'Cause I found you,1
"Love me like I can, yeah (Tell me, can you, d***)",1
"Started dancin' on the table, like she had on mine (Yeah)",0
"Forgiveness for a sinner, but is it that simple?",0
"No, I am not an advisor, but I do advise ya",0
And does he know that there's nobody quite like you?,1
"Pulled up in the Lam', it was manual, I had to stall that (Let's go)",0
"Soft conversations in our bed, my skin's sweatin'",1
"She just get so wet, I slip and slide",0
"You cop it live, boy, I got it all on film",0
"The rising tide will rise against them all, oh",1
Still goin' bad on 'em anyway,0
"And I'm slidin' in her sideways, now she call me her zaddy",0
"And, baby, turn around, let me give you innovation",1
"That's just how I think, it's either you or me",0
Told 'em I was gonna be somethin',0
"You say, ""Either way, you...""",1
"Alright, I'll take it on, take it on me",1
DIE FANTASTISCHEN VIER,0
"For moving on, doing everything right",1
I decide what to be next like I'm switchin' plans,0
"So get out while you can, you don't understand",1
"You, oh, oh, you, oh, ooh",1
"I pour up for all the girls, but I'ma drink out the bottles",0
"d***, no we can't go back",1
And them fantasies is outstandin' me,0
"Go get a shot, let's do a shot together",0
"Jesus, keep us safe",0
"Smokin' dank, got a Uzi in my lap, I let it bang",0
"Took those sticks and stones, showed 'em I could build a house",1
"Used to have friends, now I got enemies",0
You make it look so easy,1
"Wanna tweet about me, n****? Get you killed, dawg (wet)",0
But there's a fire burning in my bones,1
"Diamonds on my earlobe, ice on dyke (Huh?)",0
I just let the time roll past,1
"Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)",0
Just posted in them courtside seats,0
Got the trap goin' crazy like the first and the third,0
And every n**** with me wearing Amiri,0
Now who them Xans for?,0
I'm a motherf***in' starboy,1
"'Cause by the time it's over, won't make the slightest difference",0
"That s*** there was confusin', a lil' bit, you know I flew in with the stick",0
"Duck away, she wanna lay up and hibernate (Yeah)",0
Bang! Bang! Bang! Here we go!,1
"Poppin' on X, poppin' on X (Brrt), poppin' on X, pills (Chyeah, X)",0
Sing to her like Boyz II Men,0
Guess it's never really over,1
"n**** going out sad 'bout the ho, he a Skittle (Sweet)",0
Whole lotta shots when it come out the Drac',0
I would drown for your loving and then repeat,1
"It's a snake in disguise, prolly wanna slide on me (Slide)",0
"That is enough about that girl, everyone know it is my world",0
"If you're feeling me, put your five high",1
"Louboutin, Jimmy Choo, that's on you (Haan)",0
Just to find out you really love someone,1
Single mothers waiting on a check to come,1
I ain't call you back (d***),0
I'ma hit that if she let me,0
"We gon' link up with the fam, yeah I'm talkin' MBM, yeah yeah",0
'Cause I didn't want anyone thinking I still care,1
"Don't you give up, nah, nah, nah",1
"I was broke, now I'm rich, these n****s salty",0
Would you rescue me? Ah,1
So far from the stars,1
"You don't pass me (In the back, me)",0
"Please me, baby",0
Heart is sinking like a cannonball,1
"This feelin' will last forever, baby, that's the truth",1
Would you fall in the name of love?,1
"This not in the plan, d***",0
"Guaranteed, I can blow your mind, mwah",1
Or is this the way it ends?,1
"All of my friends know what's happened, you're a bad thing",1
Prove I'm alright song,1
"Glock 40, he got smokey, yeah, the Draco",0
"You was up, now you fell off (Hey)",0
"Our own room, no bias here",1
"I can't even hold you, I been gettin' loaded",0
"And if I ain't enough, go get the chop",0
But I'm past that and you know that,1
I could've ended up in your crib with a masked face,0
"Get over you (Mmm, mmm, oh)",1
I got your b**** and she naked,0
"She bounce that a** like a lolo (Bounce that a**, bounce that a**)",0
(Ain't enough) Player,1
Livin' 'cause nobody livin',0
Cancel all my shows so I just started on some stock s*** (Money),0
"I love Batman, but a young n**** robbin'",0
I don't really want no friends,0
"I can't be f***ed with, no",0
I wanna know the truth (Whoa),1
So come over here and sit next to me,1
Always had a fear of being typical,1
"Nah, n**** now you gon' have to call me (call me)",0
I came up to get me some,1
This s*** bigger than you,0
And now I don't understand it,1
Tip of the backwood is where the flame goes (There),0
Take it back all night,1
"Yeah, yeah, Eazy",1
Held against your will like a hubcap or mud flap,0
Cartier Bardi in a 'Rari (21),0
Prolly why I got him quiet on the set like zip,1
"Try to play me boy, that's a scrimmage",0
How you tell on the gang? If you mention my name,0
Me and Joyner need a couple hearses (Woo!),0
"What is your set, n****? What is you claimin'?",0
They don't wan' see us on TV unless it's the news,0
"Ice VVs (Ice, ice), ice VS1s (ice VS1s)",0
Wish that I could but I can't care at all,1
He told me for to watch myself and keep my gun around,0
"You can't help me, no one can",0
Can tell you want me,1
The only one I'm coming for,1
But you know that you be dead wrong,1
"No, you can't do this to me",1
"I ain't panic, no, I ain't hide (Yeah)",0
"Pickin' up the cues, right? I'm quite nervous",0
"And I want more, yeah (More)",1
"I need a girl like you, yeah yeah",1
I'm spendin' thousands like money is nothin' to me,0
"Commas, commas (Racks), hundreds, hey (Hey)",0
You get off on your 9 to 5,1
"Baby, baby, baby, baby, baby, baby, baby",0
They got their hands at my neck this time,1
"I'm emotionally scarred, that ain't even your fault",0
"You just follow all the trends, don't talk to me",0
Walked you home,1
"I'm ready for this, I need you all in",1
"Who can you trust in this cold, cold world? Better get a blanket",0
"Talk to me, baby",1
"Yeah, is it just me?",1
"Baby, never mind, never mind",1
"(Girl, it was all on you)",1
"I'm talkin' 'bout Monday, Tuesday, Wednesday, Thursday, Friday Saturday",0
Sorry that your mom found out,1
"I get the money, get that by the plenty (Woah)",0
"Oh, when you go down all your darkest roads",1
"The more that I know you, the more I want to",1
I gotta trust my lonely,1
"Petit vin rouge, mauvaise herbe et une brise calme",1
"Ooh, had to catch a flight for the night show",1
Dancing on the hood in the middle of the woods,1
"How you do that? (How, girl?)",0
"Baby, if it's meant to be (Yeah)",1
"'Fore I fixed my teeth, man, those comments used to kill me",0
"I seen my mom and dad separate, ain't talkin' divorce (Talkin' divorce)",0
Is it wrong for me to not want half?,1
"And I know there's no changing your mind, your mind (Your mind)",1
Do it like that and I'll repay it (Huh?),1
Be each other's paradise,1
I hope what goes comes all the way around,1
"Addicted to codeine, where the lean at? (Where the lean at?)",0
Shame on you (Yeah),0
End like it's the last goodbye,1
I like the way you keep up with your earnings,0
In the city where the sun don't set,1
"Stay solid, never lie to you",0
